hour_index,L1_t,S1_t,L2_t,S2_t,L3_t,S3_t,L4_t,S4_t,L5_t,S5_t,L6_t,S6_t,L7_t,S7_t,L8_t,S8_t,L9_t,S9_t,L10_t,S10_t,L11_t,S11_t,L12_t,S12_t,L13_t,S13_t,L14_t,S14_t,L15_t,S15_t,L16_t,S16_t,L17_t,S17_t,L18_t,S18_t,L19_t,S19_t,L20_t,S20_t,L21_t,S21_t,L22_t,S22_t,L23_t,S23_t,L24_t,S24_t,L25_t,S25_t,L26_t,S26_t,L27_t,S27_t,L28_t,S28_t,L29_t,S29_t,L30_t,S30_t,L31_t,S31_t,L32_t,S32_t,L33_t,S33_t,L34_t,S34_t,L35_t,S35_t,L36_t,S36_t,L37_t,S37_t,L38_t,S38_t,L39_t,S39_t,G1_t,G2_t,G3_t,G4_t,G5_t,G6_t,G7_t,G8_t,G9_t,G10_t,L1_t+1_pre,S1_t+1_pre,L2_t+1_pre,S2_t+1_pre,L3_t+1_pre,S3_t+1_pre,L4_t+1_pre,S4_t+1_pre,L5_t+1_pre,S5_t+1_pre,L6_t+1_pre,S6_t+1_pre,L7_t+1_pre,S7_t+1_pre,L8_t+1_pre,S8_t+1_pre,L9_t+1_pre,S9_t+1_pre,L10_t+1_pre,S10_t+1_pre,L11_t+1_pre,S11_t+1_pre,L12_t+1_pre,S12_t+1_pre,L13_t+1_pre,S13_t+1_pre,L14_t+1_pre,S14_t+1_pre,L15_t+1_pre,S15_t+1_pre,L16_t+1_pre,S16_t+1_pre,L17_t+1_pre,S17_t+1_pre,L18_t+1_pre,S18_t+1_pre,L19_t+1_pre,S19_t+1_pre,L20_t+1_pre,S20_t+1_pre,L21_t+1_pre,S21_t+1_pre,L22_t+1_pre,S22_t+1_pre,L23_t+1_pre,S23_t+1_pre,L24_t+1_pre,S24_t+1_pre,L25_t+1_pre,S25_t+1_pre,L26_t+1_pre,S26_t+1_pre,L27_t+1_pre,S27_t+1_pre,L28_t+1_pre,S28_t+1_pre,L29_t+1_pre,S29_t+1_pre,L30_t+1_pre,S30_t+1_pre,L31_t+1_pre,S31_t+1_pre,L32_t+1_pre,S32_t+1_pre,L33_t+1_pre,S33_t+1_pre,L34_t+1_pre,S34_t+1_pre,L35_t+1_pre,S35_t+1_pre,L36_t+1_pre,S36_t+1_pre,L37_t+1_pre,S37_t+1_pre,L38_t+1_pre,S38_t+1_pre,L39_t+1_pre,S39_t+1_pre,G1_t+1_res,G2_t+1_res,G3_t+1_res,G4_t+1_res,G5_t+1_res,G6_t+1_res,G7_t+1_res,G8_t+1_res,G9_t+1_res,G10_t+1_res
527,211.88,451.0,1.0,451.0,278.24,471.37,97.16,451.0,1.0,451.0,1.0,451.0,161.1,464.62,163.3,465.76,306.31,451.0,1.0,451.0,1.0,451.0,149.73,461.94,1.0,451.0,1.0,451.0,56.15,458.16,775.31,459.19,1.0,451.0,80.16,465.05,1.0,451.0,239.17,451.0,109.22,453.62,1.0,451.0,82.43,451.0,623.7,472.27,763.17,458.87,396.05,451.0,493.07,464.66,130.56,454.89,266.54,451.0,1.0,451.0,534.03,462.77,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,230.09,451.0,683.8,646.0,684.39,423.66,421.73,680.81,580.0,564.0,695.91,684.77,209.18,467.14,1.0,451.0,271.48,451.0,98.84,472.7,1.0,451.0,1.0,451.0,159.69,458.59,166.58,451.0,312.55,451.0,1.0,451.0,1.0,451.0,144.37,451.0,1.0,451.0,1.0,451.0,56.4,451.0,774.89,451.0,1.0,451.0,78.56,452.31,1.0,451.0,236.0,471.53,107.61,463.08,1.0,451.0,81.21,451.0,612.53,451.0,771.82,451.0,389.87,451.0,494.59,455.17,129.74,451.0,261.71,451.0,1.0,451.0,546.41,459.83,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,226.81,451.0,698.82,646.0,699.8,411.75,409.82,687.0,580.0,564.0,710.9,699.4
528,209.18,467.14,1.0,451.0,271.48,451.0,98.84,472.7,1.0,451.0,1.0,451.0,159.69,458.59,166.58,451.0,312.55,451.0,1.0,451.0,1.0,451.0,144.37,451.0,1.0,451.0,1.0,451.0,56.4,451.0,774.89,451.0,1.0,451.0,78.56,452.31,1.0,451.0,236.0,471.53,107.61,463.08,1.0,451.0,81.21,451.0,612.53,451.0,771.82,451.0,389.87,451.0,494.59,455.17,129.74,451.0,261.71,451.0,1.0,451.0,546.41,459.83,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,226.81,451.0,698.82,646.0,699.8,411.75,409.82,687.0,580.0,564.0,710.9,699.4,213.73,467.43,1.0,451.0,273.94,451.0,97.59,451.0,1.0,451.0,1.0,451.0,162.07,451.0,167.25,451.0,324.22,462.92,1.0,451.0,1.0,451.0,149.14,455.52,1.0,451.0,1.0,451.0,56.46,451.0,782.79,451.0,1.0,451.0,83.46,451.0,1.0,451.0,240.12,451.0,112.35,460.12,1.0,451.0,81.23,451.0,632.07,473.19,781.82,457.38,398.67,451.0,499.22,451.0,131.29,454.69,266.3,451.0,1.0,451.0,565.88,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,233.02,456.3,727.75,646.0,724.99,424.12,422.19,687.0,580.0,564.0,739.44,728.18
529,213.73,467.43,1.0,451.0,273.94,451.0,97.59,451.0,1.0,451.0,1.0,451.0,162.07,451.0,167.25,451.0,324.22,462.92,1.0,451.0,1.0,451.0,149.14,455.52,1.0,451.0,1.0,451.0,56.46,451.0,782.79,451.0,1.0,451.0,83.46,451.0,1.0,451.0,240.12,451.0,112.35,460.12,1.0,451.0,81.23,451.0,632.07,473.19,781.82,457.38,398.67,451.0,499.22,451.0,131.29,454.69,266.3,451.0,1.0,451.0,565.88,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,233.02,456.3,727.75,646.0,724.99,424.12,422.19,687.0,580.0,564.0,739.44,728.18,225.64,462.59,1.0,451.0,279.76,462.73,101.53,451.0,1.0,451.0,1.0,451.0,166.53,465.08,178.85,451.0,343.8,463.4,1.0,451.0,1.0,451.0,160.8,454.97,1.0,451.0,1.0,451.0,60.41,453.04,796.3,451.0,1.0,451.0,74.44,462.63,1.0,451.0,245.37,451.0,114.44,451.0,1.0,451.0,84.81,451.0,638.34,451.0,804.31,470.82,411.16,452.48,519.15,451.0,135.49,459.69,275.51,467.33,1.0,451.0,578.51,472.06,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,240.59,455.44,767.99,646.0,725.0,426.79,424.87,687.0,580.0,564.0,778.44,768.84
530,225.64,462.59,1.0,451.0,279.76,462.73,101.53,451.0,1.0,451.0,1.0,451.0,166.53,465.08,178.85,451.0,343.8,463.4,1.0,451.0,1.0,451.0,160.8,454.97,1.0,451.0,1.0,451.0,60.41,453.04,796.3,451.0,1.0,451.0,74.44,462.63,1.0,451.0,245.37,451.0,114.44,451.0,1.0,451.0,84.81,451.0,638.34,451.0,804.31,470.82,411.16,452.48,519.15,451.0,135.49,459.69,275.51,467.33,1.0,451.0,578.51,472.06,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,240.59,455.44,767.99,646.0,725.0,426.79,424.87,687.0,580.0,564.0,778.44,768.84,240.05,454.02,1.0,451.0,302.54,456.1,108.09,466.55,1.0,451.0,1.0,451.0,176.51,451.0,191.9,451.0,379.51,466.05,1.0,451.0,1.0,451.0,165.25,468.35,1.0,451.0,1.0,451.0,67.32,451.0,829.82,473.49,1.0,451.0,81.35,451.0,1.0,451.0,257.5,472.02,124.0,451.0,1.0,451.0,90.18,451.0,692.03,451.0,862.66,451.0,444.01,451.0,548.4,451.0,147.73,451.0,297.91,456.46,1.0,451.0,609.19,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,258.99,451.0,742.9,646.0,725.0,483.04,376.34,687.0,580.0,564.0,865.0,1100.0
531,240.05,454.02,1.0,451.0,302.54,456.1,108.09,466.55,1.0,451.0,1.0,451.0,176.51,451.0,191.9,451.0,379.51,466.05,1.0,451.0,1.0,451.0,165.25,468.35,1.0,451.0,1.0,451.0,67.32,451.0,829.82,473.49,1.0,451.0,81.35,451.0,1.0,451.0,257.5,472.02,124.0,451.0,1.0,451.0,90.18,451.0,692.03,451.0,862.66,451.0,444.01,451.0,548.4,451.0,147.73,451.0,297.91,456.46,1.0,451.0,609.19,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,258.99,451.0,742.9,646.0,725.0,483.04,376.34,687.0,580.0,564.0,865.0,1100.0,243.52,451.0,1.0,451.0,301.66,455.02,110.77,459.68,1.0,451.0,1.0,451.0,180.99,451.0,197.22,468.24,385.26,451.0,1.0,451.0,1.0,451.0,167.83,451.0,1.0,451.0,1.0,451.0,65.66,451.0,832.11,451.0,1.0,451.0,82.73,454.87,1.0,451.0,264.22,466.69,121.12,453.87,1.0,451.0,91.91,451.0,686.91,451.0,876.94,455.46,451.12,464.6,553.39,471.57,147.29,456.16,303.11,456.75,1.0,451.0,616.59,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,254.61,461.49,768.11,646.0,725.0,491.35,381.89,687.0,580.0,564.0,865.0,1100.0
532,243.52,451.0,1.0,451.0,301.66,455.02,110.77,459.68,1.0,451.0,1.0,451.0,180.99,451.0,197.22,468.24,385.26,451.0,1.0,451.0,1.0,451.0,167.83,451.0,1.0,451.0,1.0,451.0,65.66,451.0,832.11,451.0,1.0,451.0,82.73,454.87,1.0,451.0,264.22,466.69,121.12,453.87,1.0,451.0,91.91,451.0,686.91,451.0,876.94,455.46,451.12,464.6,553.39,471.57,147.29,456.16,303.11,456.75,1.0,451.0,616.59,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,254.61,461.49,768.11,646.0,725.0,491.35,381.89,687.0,580.0,564.0,865.0,1100.0,243.04,465.31,1.0,451.0,303.86,456.07,109.92,462.32,1.0,451.0,1.0,451.0,179.86,451.0,193.44,467.79,385.77,461.8,1.0,451.0,1.0,451.0,169.85,461.14,1.0,451.0,1.0,451.0,68.69,452.46,836.82,451.0,1.0,451.0,82.66,451.0,1.0,451.0,266.64,453.58,123.21,451.0,1.0,451.0,92.67,455.79,697.23,451.0,878.57,451.0,444.56,451.0,554.94,455.38,145.89,451.0,301.88,451.0,1.0,451.0,616.69,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,257.12,451.0,758.85,646.0,725.0,503.59,390.35,687.0,580.0,564.0,865.0,1100.0
533,243.04,465.31,1.0,451.0,303.86,456.07,109.92,462.32,1.0,451.0,1.0,451.0,179.86,451.0,193.44,467.79,385.77,461.8,1.0,451.0,1.0,451.0,169.85,461.14,1.0,451.0,1.0,451.0,68.69,452.46,836.82,451.0,1.0,451.0,82.66,451.0,1.0,451.0,266.64,453.58,123.21,451.0,1.0,451.0,92.67,455.79,697.23,451.0,878.57,451.0,444.56,451.0,554.94,455.38,145.89,451.0,301.88,451.0,1.0,451.0,616.69,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,257.12,451.0,758.85,646.0,725.0,503.59,390.35,687.0,580.0,564.0,865.0,1100.0,234.24,451.0,1.0,451.0,300.92,455.44,111.06,451.18,1.0,451.0,1.0,451.0,179.39,451.0,196.2,462.47,382.45,451.0,1.0,451.0,1.0,451.0,168.68,461.43,1.0,451.0,1.0,451.0,68.27,466.95,832.0,451.0,1.0,451.0,82.24,451.0,1.0,451.0,265.6,451.0,123.79,451.0,1.0,451.0,93.67,465.88,680.21,451.0,870.0,451.0,443.37,471.97,553.93,451.0,145.93,451.0,298.93,456.98,1.0,451.0,623.05,456.89,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,256.6,451.0,847.22,646.0,725.0,486.38,387.51,687.0,580.0,564.0,865.0,1100.0
534,234.24,451.0,1.0,451.0,300.92,455.44,111.06,451.18,1.0,451.0,1.0,451.0,179.39,451.0,196.2,462.47,382.45,451.0,1.0,451.0,1.0,451.0,168.68,461.43,1.0,451.0,1.0,451.0,68.27,466.95,832.0,451.0,1.0,451.0,82.24,451.0,1.0,451.0,265.6,451.0,123.79,451.0,1.0,451.0,93.67,465.88,680.21,451.0,870.0,451.0,443.37,471.97,553.93,451.0,145.93,451.0,298.93,456.98,1.0,451.0,623.05,456.89,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,256.6,451.0,847.22,646.0,725.0,486.38,387.51,687.0,580.0,564.0,865.0,1100.0,228.57,451.0,1.0,451.0,295.57,451.0,109.32,451.0,1.0,451.0,1.0,451.0,173.62,469.31,195.09,452.93,376.26,452.29,1.0,451.0,1.0,451.0,162.38,451.0,1.0,451.0,1.0,451.0,66.56,451.0,820.89,459.79,1.0,451.0,82.55,465.47,1.0,451.0,255.11,464.03,120.96,451.0,1.0,451.0,89.52,456.03,671.18,451.0,841.1,460.86,442.08,469.62,543.81,462.98,144.1,466.04,288.56,468.55,1.0,451.0,613.79,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,255.2,451.0,890.04,646.0,725.0,425.14,423.21,687.0,580.0,564.0,865.0,914.24
535,228.57,451.0,1.0,451.0,295.57,451.0,109.32,451.0,1.0,451.0,1.0,451.0,173.62,469.31,195.09,452.93,376.26,452.29,1.0,451.0,1.0,451.0,162.38,451.0,1.0,451.0,1.0,451.0,66.56,451.0,820.89,459.79,1.0,451.0,82.55,465.47,1.0,451.0,255.11,464.03,120.96,451.0,1.0,451.0,89.52,456.03,671.18,451.0,841.1,460.86,442.08,469.62,543.81,462.98,144.1,466.04,288.56,468.55,1.0,451.0,613.79,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,255.2,451.0,890.04,646.0,725.0,425.14,423.21,687.0,580.0,564.0,865.0,914.24,221.78,451.0,1.0,451.0,285.69,451.0,106.78,451.0,1.0,451.0,1.0,451.0,167.02,451.0,187.51,463.98,361.54,470.99,1.0,451.0,1.0,451.0,157.76,451.0,1.0,451.0,1.0,451.0,61.99,461.54,802.22,461.0,1.0,451.0,82.47,469.14,1.0,451.0,254.85,466.16,116.4,470.11,1.0,451.0,87.45,460.06,657.3,451.35,810.29,461.8,419.58,451.0,525.8,451.0,138.73,471.02,284.99,451.0,1.0,451.0,588.73,467.8,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,241.66,451.0,804.16,646.0,725.0,423.93,422.0,687.0,580.0,564.0,815.02,805.14
536,221.78,451.0,1.0,451.0,285.69,451.0,106.78,451.0,1.0,451.0,1.0,451.0,167.02,451.0,187.51,463.98,361.54,470.99,1.0,451.0,1.0,451.0,157.76,451.0,1.0,451.0,1.0,451.0,61.99,461.54,802.22,461.0,1.0,451.0,82.47,469.14,1.0,451.0,254.85,466.16,116.4,470.11,1.0,451.0,87.45,460.06,657.3,451.35,810.29,461.8,419.58,451.0,525.8,451.0,138.73,471.02,284.99,451.0,1.0,451.0,588.73,467.8,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,241.66,451.0,804.16,646.0,725.0,423.93,422.0,687.0,580.0,564.0,815.02,805.14,209.76,465.08,1.0,451.0,274.22,458.75,99.71,452.9,1.0,451.0,1.0,451.0,158.98,451.0,179.94,451.0,343.67,462.61,1.0,451.0,1.0,451.0,151.87,452.45,1.0,451.0,1.0,451.0,60.64,451.0,777.37,451.0,1.0,451.0,81.71,466.08,1.0,451.0,244.12,451.0,112.9,451.0,1.0,451.0,83.23,468.51,627.22,451.0,781.84,453.66,409.27,458.64,517.26,451.0,132.08,456.2,271.04,451.0,1.0,451.0,565.88,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,231.86,451.0,745.58,646.0,725.0,426.13,424.21,687.0,580.0,564.0,757.33,746.38
537,209.76,465.08,1.0,451.0,274.22,458.75,99.71,452.9,1.0,451.0,1.0,451.0,158.98,451.0,179.94,451.0,343.67,462.61,1.0,451.0,1.0,451.0,151.87,452.45,1.0,451.0,1.0,451.0,60.64,451.0,777.37,451.0,1.0,451.0,81.71,466.08,1.0,451.0,244.12,451.0,112.9,451.0,1.0,451.0,83.23,468.51,627.22,451.0,781.84,453.66,409.27,458.64,517.26,451.0,132.08,456.2,271.04,451.0,1.0,451.0,565.88,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,231.86,451.0,745.58,646.0,725.0,426.13,424.21,687.0,580.0,564.0,757.33,746.38,201.72,457.68,1.0,451.0,264.94,451.0,95.09,463.48,1.0,451.0,1.0,451.0,149.13,457.32,169.58,451.0,319.88,457.47,1.0,451.0,1.0,451.0,146.07,474.05,1.0,451.0,1.0,451.0,55.36,474.19,740.44,456.9,1.0,451.0,78.87,451.0,1.0,451.0,229.71,451.0,106.14,451.0,1.0,451.0,78.42,451.0,596.92,451.0,745.48,461.63,383.74,463.16,489.77,470.96,127.06,452.0,255.28,462.03,1.0,451.0,536.45,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,223.08,451.0,657.02,646.0,657.53,418.87,416.96,653.37,580.0,564.0,666.71,658.3
538,201.72,457.68,1.0,451.0,264.94,451.0,95.09,463.48,1.0,451.0,1.0,451.0,149.13,457.32,169.58,451.0,319.88,457.47,1.0,451.0,1.0,451.0,146.07,474.05,1.0,451.0,1.0,451.0,55.36,474.19,740.44,456.9,1.0,451.0,78.87,451.0,1.0,451.0,229.71,451.0,106.14,451.0,1.0,451.0,78.42,451.0,596.92,451.0,745.48,461.63,383.74,463.16,489.77,470.96,127.06,452.0,255.28,462.03,1.0,451.0,536.45,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,223.08,451.0,657.02,646.0,657.53,418.87,416.96,653.37,580.0,564.0,666.71,658.3,196.66,460.43,1.0,451.0,261.33,451.0,108.92,451.0,1.0,451.0,1.0,451.0,144.75,456.96,164.93,451.0,291.82,451.0,1.0,451.0,1.0,451.0,143.78,468.04,1.0,451.0,1.0,451.0,55.08,451.0,718.0,451.0,1.0,451.0,78.96,473.1,1.0,451.0,225.7,452.96,103.63,461.32,1.0,451.0,77.75,451.0,584.85,451.0,732.64,451.27,375.66,454.01,470.39,475.36,125.04,475.04,249.79,451.0,1.0,451.0,524.48,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,217.18,451.0,635.06,639.43,635.75,415.85,413.94,631.24,580.0,564.0,644.01,636.17
539,196.66,460.43,1.0,451.0,261.33,451.0,108.92,451.0,1.0,451.0,1.0,451.0,144.75,456.96,164.93,451.0,291.82,451.0,1.0,451.0,1.0,451.0,143.78,468.04,1.0,451.0,1.0,451.0,55.08,451.0,718.0,451.0,1.0,451.0,78.96,473.1,1.0,451.0,225.7,452.96,103.63,461.32,1.0,451.0,77.75,451.0,584.85,451.0,732.64,451.27,375.66,454.01,470.39,475.36,125.04,475.04,249.79,451.0,1.0,451.0,524.48,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,217.18,451.0,635.06,639.43,635.75,415.85,413.94,631.24,580.0,564.0,644.01,636.17,197.3,451.0,1.0,451.0,260.89,451.0,90.92,451.0,1.0,451.0,1.0,451.0,142.14,451.0,165.27,454.97,297.56,467.52,1.0,451.0,1.0,451.0,142.21,451.0,1.0,451.0,1.0,451.0,53.79,474.77,698.82,451.0,1.0,451.0,78.05,451.0,1.0,451.0,223.3,451.0,101.53,451.0,1.0,451.0,76.17,461.5,578.46,463.92,716.11,452.22,368.72,451.0,466.41,451.0,123.0,451.0,249.25,451.0,1.0,451.0,515.6,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,213.39,466.67,625.28,629.41,625.9,415.65,413.73,621.1,580.0,564.0,635.58,626.05
540,197.3,451.0,1.0,451.0,260.89,451.0,90.92,451.0,1.0,451.0,1.0,451.0,142.14,451.0,165.27,454.97,297.56,467.52,1.0,451.0,1.0,451.0,142.21,451.0,1.0,451.0,1.0,451.0,53.79,474.77,698.82,451.0,1.0,451.0,78.05,451.0,1.0,451.0,223.3,451.0,101.53,451.0,1.0,451.0,76.17,461.5,578.46,463.92,716.11,452.22,368.72,451.0,466.41,451.0,123.0,451.0,249.25,451.0,1.0,451.0,515.6,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,213.39,466.67,625.28,629.41,625.9,415.65,413.73,621.1,580.0,564.0,635.58,626.05,193.46,451.0,1.0,451.0,258.87,470.69,89.79,472.57,1.0,451.0,1.0,451.0,141.27,451.0,158.12,456.38,290.26,467.53,1.0,451.0,1.0,451.0,141.39,468.52,1.0,451.0,1.0,451.0,55.18,451.0,682.52,451.0,1.0,451.0,76.95,451.0,1.0,451.0,217.37,451.0,102.05,471.94,1.0,451.0,74.32,451.0,564.66,469.6,707.96,458.99,364.19,453.77,454.96,475.29,118.71,457.61,241.52,451.0,1.0,451.0,506.09,459.47,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,211.14,451.0,593.73,597.47,594.16,412.67,410.76,589.31,579.99,564.0,602.65,595.16
541,193.46,451.0,1.0,451.0,258.87,470.69,89.79,472.57,1.0,451.0,1.0,451.0,141.27,451.0,158.12,456.38,290.26,467.53,1.0,451.0,1.0,451.0,141.39,468.52,1.0,451.0,1.0,451.0,55.18,451.0,682.52,451.0,1.0,451.0,76.95,451.0,1.0,451.0,217.37,451.0,102.05,471.94,1.0,451.0,74.32,451.0,564.66,469.6,707.96,458.99,364.19,453.77,454.96,475.29,118.71,457.61,241.52,451.0,1.0,451.0,506.09,459.47,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,211.14,451.0,593.73,597.47,594.16,412.67,410.76,589.31,579.99,564.0,602.65,595.16,196.52,454.94,1.0,451.0,255.75,461.26,88.51,451.0,1.0,451.0,1.0,451.0,140.58,451.0,160.15,461.02,286.35,465.08,1.0,451.0,1.0,451.0,141.04,451.0,1.0,451.0,1.0,451.0,53.86,451.0,674.56,451.0,1.0,451.0,78.78,465.98,1.0,451.0,218.93,451.0,100.65,468.59,1.0,451.0,74.31,451.0,558.64,451.0,702.59,451.0,358.0,451.0,455.14,451.0,119.52,451.0,243.37,467.28,1.0,451.0,499.92,451.89,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,208.05,463.19,599.34,603.32,600.06,413.43,411.51,595.09,580.0,564.0,608.08,600.37
542,196.52,454.94,1.0,451.0,255.75,461.26,88.51,451.0,1.0,451.0,1.0,451.0,140.58,451.0,160.15,461.02,286.35,465.08,1.0,451.0,1.0,451.0,141.04,451.0,1.0,451.0,1.0,451.0,53.86,451.0,674.56,451.0,1.0,451.0,78.78,465.98,1.0,451.0,218.93,451.0,100.65,468.59,1.0,451.0,74.31,451.0,558.64,451.0,702.59,451.0,358.0,451.0,455.14,451.0,119.52,451.0,243.37,467.28,1.0,451.0,499.92,451.89,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,208.05,463.19,599.34,603.32,600.06,413.43,411.51,595.09,580.0,564.0,608.08,600.37,199.52,456.92,1.0,451.0,256.78,459.08,89.2,451.0,1.0,451.0,1.0,451.0,141.64,451.0,163.13,451.0,290.05,473.34,1.0,451.0,1.0,451.0,144.04,463.9,1.0,451.0,1.0,451.0,54.24,451.0,678.76,463.7,1.0,451.0,80.13,451.0,1.0,451.0,218.89,453.56,99.48,451.0,1.0,451.0,75.39,461.49,565.56,461.22,718.56,458.46,363.01,451.0,462.32,451.0,121.37,472.43,241.04,451.0,1.0,451.0,505.42,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,208.83,451.0,607.93,611.95,608.54,412.12,410.21,603.48,580.0,564.0,616.57,609.05
543,199.52,456.92,1.0,451.0,256.78,459.08,89.2,451.0,1.0,451.0,1.0,451.0,141.64,451.0,163.13,451.0,290.05,473.34,1.0,451.0,1.0,451.0,144.04,463.9,1.0,451.0,1.0,451.0,54.24,451.0,678.76,463.7,1.0,451.0,80.13,451.0,1.0,451.0,218.89,453.56,99.48,451.0,1.0,451.0,75.39,461.49,565.56,461.22,718.56,458.46,363.01,451.0,462.32,451.0,121.37,472.43,241.04,451.0,1.0,451.0,505.42,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,208.83,451.0,607.93,611.95,608.54,412.12,410.21,603.48,580.0,564.0,616.57,609.05,206.78,461.7,1.0,451.0,262.21,456.17,92.54,451.0,1.0,451.0,1.0,451.0,148.18,452.99,169.29,451.0,303.34,451.0,1.0,451.0,1.0,451.0,150.04,451.0,1.0,451.0,1.0,451.0,56.16,451.0,703.79,468.21,1.0,451.0,79.75,464.65,1.0,451.0,223.72,451.0,105.62,458.47,1.0,451.0,77.97,451.0,581.08,458.17,743.64,454.36,373.85,451.0,465.21,459.85,124.14,459.97,247.84,451.0,1.0,451.0,528.78,471.37,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,219.71,451.0,639.42,643.73,640.12,415.85,413.94,635.12,580.0,564.0,649.05,640.85
