hour_index,L1_t,S1_t,L2_t,S2_t,L3_t,S3_t,L4_t,S4_t,L5_t,S5_t,L6_t,S6_t,L7_t,S7_t,L8_t,S8_t,L9_t,S9_t,L10_t,S10_t,L11_t,S11_t,L12_t,S12_t,L13_t,S13_t,L14_t,S14_t,L15_t,S15_t,L16_t,S16_t,L17_t,S17_t,L18_t,S18_t,L19_t,S19_t,L20_t,S20_t,L21_t,S21_t,L22_t,S22_t,L23_t,S23_t,L24_t,S24_t,L25_t,S25_t,L26_t,S26_t,L27_t,S27_t,L28_t,S28_t,L29_t,S29_t,L30_t,S30_t,L31_t,S31_t,L32_t,S32_t,L33_t,S33_t,L34_t,S34_t,L35_t,S35_t,L36_t,S36_t,L37_t,S37_t,L38_t,S38_t,L39_t,S39_t,G1_t,G2_t,G3_t,G4_t,G5_t,G6_t,G7_t,G8_t,G9_t,G10_t,L1_t+1_pre,S1_t+1_pre,L2_t+1_pre,S2_t+1_pre,L3_t+1_pre,S3_t+1_pre,L4_t+1_pre,S4_t+1_pre,L5_t+1_pre,S5_t+1_pre,L6_t+1_pre,S6_t+1_pre,L7_t+1_pre,S7_t+1_pre,L8_t+1_pre,S8_t+1_pre,L9_t+1_pre,S9_t+1_pre,L10_t+1_pre,S10_t+1_pre,L11_t+1_pre,S11_t+1_pre,L12_t+1_pre,S12_t+1_pre,L13_t+1_pre,S13_t+1_pre,L14_t+1_pre,S14_t+1_pre,L15_t+1_pre,S15_t+1_pre,L16_t+1_pre,S16_t+1_pre,L17_t+1_pre,S17_t+1_pre,L18_t+1_pre,S18_t+1_pre,L19_t+1_pre,S19_t+1_pre,L20_t+1_pre,S20_t+1_pre,L21_t+1_pre,S21_t+1_pre,L22_t+1_pre,S22_t+1_pre,L23_t+1_pre,S23_t+1_pre,L24_t+1_pre,S24_t+1_pre,L25_t+1_pre,S25_t+1_pre,L26_t+1_pre,S26_t+1_pre,L27_t+1_pre,S27_t+1_pre,L28_t+1_pre,S28_t+1_pre,L29_t+1_pre,S29_t+1_pre,L30_t+1_pre,S30_t+1_pre,L31_t+1_pre,S31_t+1_pre,L32_t+1_pre,S32_t+1_pre,L33_t+1_pre,S33_t+1_pre,L34_t+1_pre,S34_t+1_pre,L35_t+1_pre,S35_t+1_pre,L36_t+1_pre,S36_t+1_pre,L37_t+1_pre,S37_t+1_pre,L38_t+1_pre,S38_t+1_pre,L39_t+1_pre,S39_t+1_pre,G1_t+1_res,G2_t+1_res,G3_t+1_res,G4_t+1_res,G5_t+1_res,G6_t+1_res,G7_t+1_res,G8_t+1_res,G9_t+1_res,G10_t+1_res
444,143.71,509.55,1.0,451.0,198.01,515.72,66.67,490.26,1.0,451.0,1.0,451.0,122.82,483.9,115.43,477.73,208.94,473.45,1.0,451.0,1.0,451.0,98.6,514.51,1.0,451.0,1.0,451.0,30.37,496.11,532.57,477.11,1.0,451.0,76.83,514.67,1.0,451.0,203.52,504.71,78.7,479.5,1.0,451.0,57.75,507.14,442.16,473.32,545.3,497.22,284.72,493.17,349.23,490.62,93.33,483.23,188.87,485.31,1.0,451.0,395.11,478.25,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,160.99,507.32,355.18,356.75,355.34,350.08,348.54,353.66,352.29,365.06,360.28,355.35,148.06,472.91,1.0,451.0,209.89,493.43,67.91,507.49,1.0,451.0,1.0,451.0,127.09,490.79,118.72,472.67,216.51,481.15,1.0,451.0,1.0,451.0,103.93,504.75,1.0,451.0,1.0,451.0,32.78,488.26,542.4,492.71,1.0,451.0,75.3,491.73,1.0,451.0,205.75,503.27,80.28,499.13,1.0,451.0,59.42,507.33,457.52,473.36,560.83,500.29,289.48,507.22,369.62,483.45,93.56,478.08,196.15,488.79,1.0,451.0,411.13,510.35,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,168.49,494.03,371.08,372.38,370.88,364.89,363.22,368.72,367.25,380.91,375.8,371.62
445,148.06,472.91,1.0,451.0,209.89,493.43,67.91,507.49,1.0,451.0,1.0,451.0,127.09,490.79,118.72,472.67,216.51,481.15,1.0,451.0,1.0,451.0,103.93,504.75,1.0,451.0,1.0,451.0,32.78,488.26,542.4,492.71,1.0,451.0,75.3,491.73,1.0,451.0,205.75,503.27,80.28,499.13,1.0,451.0,59.42,507.33,457.52,473.36,560.83,500.29,289.48,507.22,369.62,483.45,93.56,478.08,196.15,488.79,1.0,451.0,411.13,510.35,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,168.49,494.03,371.08,372.38,370.88,364.89,363.22,368.72,367.25,380.91,375.8,371.62,166.32,497.79,1.0,451.0,219.8,458.37,70.8,500.99,1.0,451.0,1.0,451.0,135.82,482.72,129.05,480.4,234.85,485.36,1.0,451.0,1.0,451.0,109.53,496.06,1.0,451.0,1.0,451.0,35.42,483.38,579.77,479.99,1.0,451.0,79.22,495.52,1.0,451.0,219.14,478.76,86.84,468.51,1.0,451.0,63.78,494.85,481.68,476.15,602.46,477.2,308.35,469.83,387.06,482.1,102.78,491.25,207.77,479.54,1.0,451.0,430.33,472.19,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,180.11,488.63,424.88,426.71,424.81,399.18,397.31,422.32,420.39,437.32,430.74,425.16
446,166.32,497.79,1.0,451.0,219.8,458.37,70.8,500.99,1.0,451.0,1.0,451.0,135.82,482.72,129.05,480.4,234.85,485.36,1.0,451.0,1.0,451.0,109.53,496.06,1.0,451.0,1.0,451.0,35.42,483.38,579.77,479.99,1.0,451.0,79.22,495.52,1.0,451.0,219.14,478.76,86.84,468.51,1.0,451.0,63.78,494.85,481.68,476.15,602.46,477.2,308.35,469.83,387.06,482.1,102.78,491.25,207.77,479.54,1.0,451.0,430.33,472.19,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,180.11,488.63,424.88,426.71,424.81,399.18,397.31,422.32,420.39,437.32,430.74,425.16,179.67,457.62,1.0,451.0,244.6,477.41,79.49,467.75,1.0,451.0,1.0,451.0,147.67,462.57,134.27,469.86,262.36,458.28,1.0,451.0,1.0,451.0,123.08,455.76,1.0,451.0,1.0,451.0,42.82,469.61,641.48,451.0,1.0,451.0,82.11,480.86,1.0,451.0,230.58,460.22,93.94,459.79,1.0,451.0,71.31,452.13,528.6,451.0,663.14,481.84,341.33,483.6,434.86,478.5,112.54,454.5,228.31,451.0,1.0,451.0,483.01,483.14,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,199.0,451.0,530.78,533.85,531.16,414.64,412.74,527.45,524.51,545.05,538.0,532.26
447,179.67,457.62,1.0,451.0,244.6,477.41,79.49,467.75,1.0,451.0,1.0,451.0,147.67,462.57,134.27,469.86,262.36,458.28,1.0,451.0,1.0,451.0,123.08,455.76,1.0,451.0,1.0,451.0,42.82,469.61,641.48,451.0,1.0,451.0,82.11,480.86,1.0,451.0,230.58,460.22,93.94,459.79,1.0,451.0,71.31,452.13,528.6,451.0,663.14,481.84,341.33,483.6,434.86,478.5,112.54,454.5,228.31,451.0,1.0,451.0,483.01,483.14,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,199.0,451.0,530.78,533.85,531.16,414.64,412.74,527.45,524.51,545.05,538.0,532.26,190.71,453.9,1.0,451.0,252.41,459.07,87.97,451.0,1.0,451.0,1.0,451.0,155.96,451.0,145.3,451.0,275.8,461.88,1.0,451.0,1.0,451.0,127.0,470.07,1.0,451.0,1.0,451.0,42.88,457.24,692.72,451.0,1.0,451.0,88.78,451.0,1.0,451.0,245.34,451.0,101.7,451.0,1.0,451.0,74.77,455.58,573.37,458.36,711.28,455.77,367.71,453.16,455.46,451.0,118.8,466.52,242.87,452.05,1.0,451.0,504.7,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,211.04,452.31,606.32,610.1,606.65,426.69,424.78,602.49,580.0,564.0,615.45,607.2
448,190.71,453.9,1.0,451.0,252.41,459.07,87.97,451.0,1.0,451.0,1.0,451.0,155.96,451.0,145.3,451.0,275.8,461.88,1.0,451.0,1.0,451.0,127.0,470.07,1.0,451.0,1.0,451.0,42.88,457.24,692.72,451.0,1.0,451.0,88.78,451.0,1.0,451.0,245.34,451.0,101.7,451.0,1.0,451.0,74.77,455.58,573.37,458.36,711.28,455.77,367.71,453.16,455.46,451.0,118.8,466.52,242.87,452.05,1.0,451.0,504.7,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,211.04,452.31,606.32,610.1,606.65,426.69,424.78,602.49,580.0,564.0,615.45,607.2,182.22,451.0,1.0,451.0,256.09,463.27,86.06,452.78,1.0,451.0,1.0,451.0,157.06,453.4,143.33,466.49,267.53,452.43,1.0,451.0,1.0,451.0,125.46,467.26,1.0,451.0,1.0,451.0,41.98,453.45,713.85,451.0,1.0,451.0,84.87,451.0,1.0,451.0,249.23,469.19,99.76,451.0,1.0,451.0,74.37,465.32,564.82,451.0,720.03,468.33,364.17,465.07,453.07,451.0,120.74,451.0,239.37,453.91,1.0,451.0,509.95,452.12,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,208.82,460.49,600.39,604.1,600.76,419.51,417.59,596.75,580.0,564.0,609.95,601.01
449,182.22,451.0,1.0,451.0,256.09,463.27,86.06,452.78,1.0,451.0,1.0,451.0,157.06,453.4,143.33,466.49,267.53,452.43,1.0,451.0,1.0,451.0,125.46,467.26,1.0,451.0,1.0,451.0,41.98,453.45,713.85,451.0,1.0,451.0,84.87,451.0,1.0,451.0,249.23,469.19,99.76,451.0,1.0,451.0,74.37,465.32,564.82,451.0,720.03,468.33,364.17,465.07,453.07,451.0,120.74,451.0,239.37,453.91,1.0,451.0,509.95,452.12,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,208.82,460.49,600.39,604.1,600.76,419.51,417.59,596.75,580.0,564.0,609.95,601.01,170.62,471.13,1.0,451.0,254.09,451.0,85.64,451.0,1.0,451.0,1.0,451.0,157.4,459.3,132.44,451.0,258.52,451.0,1.0,451.0,1.0,451.0,121.69,451.0,1.0,451.0,1.0,451.0,39.92,451.0,730.14,467.01,1.0,451.0,87.98,456.14,1.0,451.0,247.73,472.14,99.16,469.27,1.0,451.0,74.96,451.0,551.1,470.73,692.95,451.0,365.04,451.0,446.17,460.99,117.35,457.12,237.46,468.9,1.0,451.0,489.12,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,208.96,451.0,583.7,587.39,584.27,417.29,415.38,579.99,576.37,564.0,592.21,584.28
450,170.62,471.13,1.0,451.0,254.09,451.0,85.64,451.0,1.0,451.0,1.0,451.0,157.4,459.3,132.44,451.0,258.52,451.0,1.0,451.0,1.0,451.0,121.69,451.0,1.0,451.0,1.0,451.0,39.92,451.0,730.14,467.01,1.0,451.0,87.98,456.14,1.0,451.0,247.73,472.14,99.16,469.27,1.0,451.0,74.96,451.0,551.1,470.73,692.95,451.0,365.04,451.0,446.17,460.99,117.35,457.12,237.46,468.9,1.0,451.0,489.12,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,208.96,451.0,583.7,587.39,584.27,417.29,415.38,579.99,576.37,564.0,592.21,584.28,166.31,468.23,1.0,451.0,251.84,451.3,83.12,466.99,1.0,451.0,1.0,451.0,156.24,451.0,129.08,451.0,251.86,453.59,1.0,451.0,1.0,451.0,123.29,451.0,1.0,451.0,1.0,451.0,39.39,456.53,730.04,458.72,1.0,451.0,82.73,471.8,1.0,451.0,251.25,451.0,98.91,466.41,1.0,451.0,72.24,451.0,556.96,471.57,703.55,473.34,355.05,451.0,447.86,451.0,115.39,463.88,237.54,467.34,1.0,451.0,489.87,472.49,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,207.31,460.02,570.7,574.2,571.27,429.68,427.78,567.65,564.21,564.0,579.21,571.1
451,166.31,468.23,1.0,451.0,251.84,451.3,83.12,466.99,1.0,451.0,1.0,451.0,156.24,451.0,129.08,451.0,251.86,453.59,1.0,451.0,1.0,451.0,123.29,451.0,1.0,451.0,1.0,451.0,39.39,456.53,730.04,458.72,1.0,451.0,82.73,471.8,1.0,451.0,251.25,451.0,98.91,466.41,1.0,451.0,72.24,451.0,556.96,471.57,703.55,473.34,355.05,451.0,447.86,451.0,115.39,463.88,237.54,467.34,1.0,451.0,489.87,472.49,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,207.31,460.02,570.7,574.2,571.27,429.68,427.78,567.65,564.21,564.0,579.21,571.1,164.49,451.0,1.0,451.0,253.1,451.0,81.08,451.0,1.0,451.0,1.0,451.0,157.59,472.99,125.08,451.0,249.31,451.0,1.0,451.0,1.0,451.0,123.57,472.79,1.0,451.0,1.0,451.0,38.7,466.97,732.44,467.12,1.0,451.0,83.49,451.0,1.0,451.0,245.86,451.0,99.41,459.66,1.0,451.0,72.83,470.87,549.77,453.6,702.03,473.21,352.64,463.15,443.09,451.46,117.63,455.63,236.74,451.0,1.0,451.0,494.62,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,204.62,460.8,573.12,576.42,573.35,426.97,425.07,569.61,566.07,564.0,582.28,573.49
452,164.49,451.0,1.0,451.0,253.1,451.0,81.08,451.0,1.0,451.0,1.0,451.0,157.59,472.99,125.08,451.0,249.31,451.0,1.0,451.0,1.0,451.0,123.57,472.79,1.0,451.0,1.0,451.0,38.7,466.97,732.44,467.12,1.0,451.0,83.49,451.0,1.0,451.0,245.86,451.0,99.41,459.66,1.0,451.0,72.83,470.87,549.77,453.6,702.03,473.21,352.64,463.15,443.09,451.46,117.63,455.63,236.74,451.0,1.0,451.0,494.62,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,204.62,460.8,573.12,576.42,573.35,426.97,425.07,569.61,566.07,564.0,582.28,573.49,168.68,451.0,1.0,451.0,248.38,451.0,84.73,451.0,1.0,451.0,1.0,451.0,152.62,453.2,128.28,472.22,247.74,451.0,1.0,451.0,1.0,451.0,122.68,459.93,1.0,451.0,1.0,451.0,38.54,451.0,731.83,467.02,1.0,451.0,82.19,461.81,1.0,451.0,239.11,457.51,96.26,461.22,1.0,451.0,72.76,451.0,552.13,451.0,682.71,471.89,359.68,451.0,443.58,451.0,118.05,451.0,231.57,451.0,1.0,451.0,493.28,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,202.58,451.0,578.95,582.41,579.37,420.3,418.39,575.74,572.2,564.0,588.07,579.46
453,168.68,451.0,1.0,451.0,248.38,451.0,84.73,451.0,1.0,451.0,1.0,451.0,152.62,453.2,128.28,472.22,247.74,451.0,1.0,451.0,1.0,451.0,122.68,459.93,1.0,451.0,1.0,451.0,38.54,451.0,731.83,467.02,1.0,451.0,82.19,461.81,1.0,451.0,239.11,457.51,96.26,461.22,1.0,451.0,72.76,451.0,552.13,451.0,682.71,471.89,359.68,451.0,443.58,451.0,118.05,451.0,231.57,451.0,1.0,451.0,493.28,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,202.58,451.0,578.95,582.41,579.37,420.3,418.39,575.74,572.2,564.0,588.07,579.46,174.63,451.0,1.0,451.0,255.47,463.1,84.18,451.0,1.0,451.0,1.0,451.0,155.85,451.0,133.42,451.0,247.99,452.9,1.0,451.0,1.0,451.0,124.94,451.0,1.0,451.0,1.0,451.0,40.48,470.78,736.21,461.69,1.0,451.0,83.38,451.0,1.0,451.0,242.2,468.17,99.39,456.41,1.0,451.0,73.28,451.0,543.57,469.63,698.41,469.96,362.63,464.29,451.58,451.0,118.97,460.15,242.21,451.0,1.0,451.0,506.94,460.65,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,209.03,463.81,585.11,588.88,585.73,416.49,414.57,581.49,577.84,564.0,594.29,585.64
454,174.63,451.0,1.0,451.0,255.47,463.1,84.18,451.0,1.0,451.0,1.0,451.0,155.85,451.0,133.42,451.0,247.99,452.9,1.0,451.0,1.0,451.0,124.94,451.0,1.0,451.0,1.0,451.0,40.48,470.78,736.21,461.69,1.0,451.0,83.38,451.0,1.0,451.0,242.2,468.17,99.39,456.41,1.0,451.0,73.28,451.0,543.57,469.63,698.41,469.96,362.63,464.29,451.58,451.0,118.97,460.15,242.21,451.0,1.0,451.0,506.94,460.65,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,209.03,463.81,585.11,588.88,585.73,416.49,414.57,581.49,577.84,564.0,594.29,585.64,179.57,451.0,1.0,451.0,254.74,451.0,86.19,451.0,1.0,451.0,1.0,451.0,157.6,459.06,134.97,464.61,269.38,451.0,1.0,451.0,1.0,451.0,125.58,451.0,1.0,451.0,1.0,451.0,40.48,451.0,743.69,451.0,1.0,451.0,83.91,451.0,1.0,451.0,248.44,461.72,101.59,470.52,1.0,451.0,76.04,451.0,565.45,454.78,710.84,458.19,366.48,451.0,451.02,451.0,120.53,451.0,246.31,451.0,1.0,451.0,508.75,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,212.42,451.0,613.92,617.63,614.29,422.88,420.96,610.48,580.0,564.0,624.16,614.49
455,179.57,451.0,1.0,451.0,254.74,451.0,86.19,451.0,1.0,451.0,1.0,451.0,157.6,459.06,134.97,464.61,269.38,451.0,1.0,451.0,1.0,451.0,125.58,451.0,1.0,451.0,1.0,451.0,40.48,451.0,743.69,451.0,1.0,451.0,83.91,451.0,1.0,451.0,248.44,461.72,101.59,470.52,1.0,451.0,76.04,451.0,565.45,454.78,710.84,458.19,366.48,451.0,451.02,451.0,120.53,451.0,246.31,451.0,1.0,451.0,508.75,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,212.42,451.0,613.92,617.63,614.29,422.88,420.96,610.48,580.0,564.0,624.16,614.49,187.15,452.79,1.0,451.0,257.9,454.82,86.9,457.18,1.0,451.0,1.0,451.0,158.15,451.0,148.39,451.29,281.82,457.93,1.0,451.0,1.0,451.0,129.58,451.0,1.0,451.0,1.0,451.0,44.07,451.0,756.93,451.0,1.0,451.0,84.3,459.39,1.0,451.0,251.43,472.66,104.4,451.0,1.0,451.0,79.07,451.0,590.99,468.21,720.77,451.0,370.92,451.12,456.29,452.89,123.09,462.26,248.86,469.77,1.0,451.0,514.67,460.79,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,213.53,453.69,628.3,632.34,628.86,418.92,417.0,625.37,580.0,564.0,637.25,628.93
456,187.15,452.79,1.0,451.0,257.9,454.82,86.9,457.18,1.0,451.0,1.0,451.0,158.15,451.0,148.39,451.29,281.82,457.93,1.0,451.0,1.0,451.0,129.58,451.0,1.0,451.0,1.0,451.0,44.07,451.0,756.93,451.0,1.0,451.0,84.3,459.39,1.0,451.0,251.43,472.66,104.4,451.0,1.0,451.0,79.07,451.0,590.99,468.21,720.77,451.0,370.92,451.12,456.29,452.89,123.09,462.26,248.86,469.77,1.0,451.0,514.67,460.79,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,213.53,453.69,628.3,632.34,628.86,418.92,417.0,625.37,580.0,564.0,637.25,628.93,200.88,462.12,1.0,451.0,264.32,451.0,92.51,451.0,1.0,451.0,1.0,451.0,162.07,459.12,159.33,469.7,308.87,451.0,1.0,451.0,1.0,451.0,134.78,453.17,1.0,451.0,1.0,451.0,47.45,451.0,775.39,451.0,1.0,451.0,91.38,451.0,1.0,451.0,253.66,468.67,107.26,453.52,1.0,451.0,78.86,452.75,616.41,451.0,769.79,470.27,392.18,451.0,491.42,451.0,129.36,451.0,261.71,451.0,1.0,451.0,551.89,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,226.71,451.0,692.77,646.0,693.65,422.05,420.13,687.0,580.0,564.0,704.71,693.25
457,200.88,462.12,1.0,451.0,264.32,451.0,92.51,451.0,1.0,451.0,1.0,451.0,162.07,459.12,159.33,469.7,308.87,451.0,1.0,451.0,1.0,451.0,134.78,453.17,1.0,451.0,1.0,451.0,47.45,451.0,775.39,451.0,1.0,451.0,91.38,451.0,1.0,451.0,253.66,468.67,107.26,453.52,1.0,451.0,78.86,452.75,616.41,451.0,769.79,470.27,392.18,451.0,491.42,451.0,129.36,451.0,261.71,451.0,1.0,451.0,551.89,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,226.71,451.0,692.77,646.0,693.65,422.05,420.13,687.0,580.0,564.0,704.71,693.25,212.87,451.0,1.0,451.0,274.14,468.26,99.44,470.87,1.0,451.0,1.0,451.0,169.26,451.0,169.78,468.6,335.23,451.0,1.0,451.0,1.0,451.0,142.81,451.0,1.0,451.0,1.0,451.0,51.5,451.0,789.78,451.0,1.0,451.0,90.36,451.0,1.0,451.0,263.01,451.0,113.67,461.3,1.0,451.0,84.68,451.0,634.04,451.68,807.33,451.0,408.54,451.0,507.35,451.0,134.62,461.32,270.2,451.0,1.0,451.0,575.89,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,236.17,456.57,759.45,646.0,725.0,435.64,433.72,687.0,580.0,564.0,771.52,760.13
458,212.87,451.0,1.0,451.0,274.14,468.26,99.44,470.87,1.0,451.0,1.0,451.0,169.26,451.0,169.78,468.6,335.23,451.0,1.0,451.0,1.0,451.0,142.81,451.0,1.0,451.0,1.0,451.0,51.5,451.0,789.78,451.0,1.0,451.0,90.36,451.0,1.0,451.0,263.01,451.0,113.67,461.3,1.0,451.0,84.68,451.0,634.04,451.68,807.33,451.0,408.54,451.0,507.35,451.0,134.62,461.32,270.2,451.0,1.0,451.0,575.89,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,236.17,456.57,759.45,646.0,725.0,435.64,433.72,687.0,580.0,564.0,771.52,760.13,213.14,451.0,1.0,451.0,267.85,451.0,100.97,453.08,1.0,451.0,1.0,451.0,167.3,463.38,172.38,468.1,335.5,451.0,1.0,451.0,1.0,451.0,142.03,461.59,1.0,451.0,1.0,451.0,53.38,455.54,777.26,461.69,1.0,451.0,89.94,451.0,1.0,451.0,262.51,465.36,112.14,454.19,1.0,451.0,83.74,470.21,632.29,473.14,778.03,451.0,404.65,454.88,503.44,451.0,133.38,451.0,272.49,455.21,1.0,451.0,560.67,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,236.61,451.0,725.59,646.0,724.87,428.14,426.21,687.0,580.0,564.0,737.71,726.77
459,213.14,451.0,1.0,451.0,267.85,451.0,100.97,453.08,1.0,451.0,1.0,451.0,167.3,463.38,172.38,468.1,335.5,451.0,1.0,451.0,1.0,451.0,142.03,461.59,1.0,451.0,1.0,451.0,53.38,455.54,777.26,461.69,1.0,451.0,89.94,451.0,1.0,451.0,262.51,465.36,112.14,454.19,1.0,451.0,83.74,470.21,632.29,473.14,778.03,451.0,404.65,454.88,503.44,451.0,133.38,451.0,272.49,455.21,1.0,451.0,560.67,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,236.61,451.0,725.59,646.0,724.87,428.14,426.21,687.0,580.0,564.0,737.71,726.77,211.28,451.0,1.0,451.0,269.75,452.06,98.43,457.56,1.0,451.0,1.0,451.0,163.9,465.48,167.58,472.34,334.68,464.21,1.0,451.0,1.0,451.0,138.88,451.05,1.0,451.0,1.0,451.0,50.97,451.0,757.86,451.0,1.0,451.0,94.95,453.82,1.0,451.0,258.82,458.44,111.29,451.0,1.0,451.0,80.65,463.03,622.41,458.81,786.17,457.94,400.77,467.31,499.55,469.8,130.92,458.71,263.55,451.0,1.0,451.0,565.54,466.13,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,229.81,451.0,701.92,646.0,702.68,429.79,427.87,687.0,580.0,564.0,713.03,702.91
460,211.28,451.0,1.0,451.0,269.75,452.06,98.43,457.56,1.0,451.0,1.0,451.0,163.9,465.48,167.58,472.34,334.68,464.21,1.0,451.0,1.0,451.0,138.88,451.05,1.0,451.0,1.0,451.0,50.97,451.0,757.86,451.0,1.0,451.0,94.95,453.82,1.0,451.0,258.82,458.44,111.29,451.0,1.0,451.0,80.65,463.03,622.41,458.81,786.17,457.94,400.77,467.31,499.55,469.8,130.92,458.71,263.55,451.0,1.0,451.0,565.54,466.13,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,229.81,451.0,701.92,646.0,702.68,429.79,427.87,687.0,580.0,564.0,713.03,702.91,207.06,468.47,1.0,451.0,264.08,451.0,96.79,451.0,1.0,451.0,1.0,451.0,161.36,451.0,162.47,451.0,325.81,451.0,1.0,451.0,1.0,451.0,139.93,464.37,1.0,451.0,1.0,451.0,50.75,455.31,739.83,451.0,1.0,451.0,91.83,469.69,1.0,451.0,253.34,451.0,109.38,467.26,1.0,451.0,81.34,451.0,618.54,451.0,776.99,451.0,392.78,451.0,489.19,465.73,128.75,451.0,253.68,461.29,1.0,451.0,543.81,454.9,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,1.0,451.0,230.8,459.8,684.06,646.0,684.91,430.74,428.82,680.55,580.0,564.0,694.92,685.04
